Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
e-Makbuz,Chrome 94.0.4606.81,,,2021-10-14 17:01:47,2021-10-14 17:23:57,"22m - 10,582s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Makbuz/e-Mustahsil Uygulamasi/e-Mustahsil Makbuzlari/Departman Ata-Geri Al,Chrome 94.0.4606.81,,,2021-10-14 17:01:49,2021-10-14 17:02:55,"1m - 6,720s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:01:49,2021-10-14 17:01:59,"9,868s",PASSED
"runFeatureFile(""Include/features/e-Makbuz/e-Mustahsil Uygulamasi/e-Mustahsil Makbuzlari/Departman Ata-Geri Al.feature"")",Chrome 94.0.4606.81,,,2021-10-14 17:02:00,2021-10-14 17:02:55,"54,478s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:02:55,2021-10-14 17:02:55,"0,656s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Makbuz/e-Mustahsil Uygulamasi/e-Mustahsil Makbuzlari/Ekran Kontrolu,Chrome 94.0.4606.81,,,2021-10-14 17:02:55,2021-10-14 17:04:09,"1m - 13,630s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:02:55,2021-10-14 17:02:59,"3,777s",PASSED
"runFeatureFile(""Include/features/e-Makbuz/e-Mustahsil Uygulamasi/e-Mustahsil Makbuzlari/Ekran Kontrolu.feature"")",Chrome 94.0.4606.81,,,2021-10-14 17:03:00,2021-10-14 17:04:08,"1m - 8,498s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:04:08,2021-10-14 17:04:09,"0,784s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Makbuz/e-Mustahsil Uygulamasi/e-Mustahsil Makbuzlari/Goruntule,Chrome 94.0.4606.81,,,2021-10-14 17:04:09,2021-10-14 17:04:41,"32,242s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:04:09,2021-10-14 17:04:13,"4,002s",PASSED
