Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
e-Irsaliye,Chrome 94.0.4606.81,,,2021-10-15 16:58:06,2021-10-15 17:19:01,"20m - 54,583s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Irsaliye/e-Irsaliye Araclari/e-Irsaliye Olusturma/Ekle/TCKN-Temel Irsaliye-Sevk Tipinde,Chrome 94.0.4606.81,,,2021-10-15 16:58:07,2021-10-15 17:01:47,"3m - 39,980s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 16:58:08,2021-10-15 16:58:22,"14,152s",PASSED
"runFeatureFile(""Include/features/e-Irsaliye/e-Irsaliye Araclari/e-Irsaliye Olusturma/Ekle/TCKN-Temel Irsaliye-Sevk Tipinde.feature"")",Chrome 94.0.4606.81,,,2021-10-15 16:58:22,2021-10-15 17:01:47,"3m - 24,157s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:01:47,2021-10-15 17:01:47,"0,891s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Irsaliye/e-Irsaliye Araclari/e-Irsaliye Olusturma/Ekran Kontrolu,Chrome 94.0.4606.81,,,2021-10-15 17:01:47,2021-10-15 17:02:24,"36,462s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:01:47,2021-10-15 17:01:51,"3,580s",PASSED
"runFeatureFile(""Include/features/e-Irsaliye/e-Irsaliye Araclari/e-Irsaliye Olusturma/Ekran Kontrolu.feature"")",Chrome 94.0.4606.81,,,2021-10-15 17:01:52,2021-10-15 17:02:23,"31,561s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:02:23,2021-10-15 17:02:24,"0,688s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Irsaliye/Gelen Kutusu/Irsaliye Yanitlari/Departman Ata_Geri Al,Chrome 94.0.4606.81,,,2021-10-15 17:02:24,2021-10-15 17:03:07,"43,047s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:02:24,2021-10-15 17:02:28,"3,908s",PASSED
