Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Regresyon-eFatura-eIrsaliye,Chrome 95.0.4638.69,,,2021-11-11 10:45:01,2021-11-11 11:18:26,"33m - 25,010s",FAILED
,,,,,,,
Test Cases/Case Repository/Regresyon/e-Fatura/VKN-Kamu-Ihrac Kayitli,Chrome 95.0.4638.69,,,2021-11-11 10:45:01,2021-11-11 10:47:14,"2m - 13,260s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:45:01,2021-11-11 10:45:08,"6,404s",PASSED
"runFeatureFile(""Include/features/Regresyon/e-Fatura/VKN-Kamu-Ihrac Kayitli.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:45:08,2021-11-11 10:47:14,"2m - 5,527s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:47:14,2021-11-11 10:47:14,"0,704s",PASSED
,,,,,,,
Test Cases/Case Repository/Regresyon/e-Fatura/VKN-Kamu-Istisna,Chrome 95.0.4638.69,,,2021-11-11 10:47:14,2021-11-11 10:49:09,"1m - 55,094s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:47:14,2021-11-11 10:47:18,"3,208s",PASSED
"runFeatureFile(""Include/features/Regresyon/e-Fatura/VKN-Kamu-Istisna.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:47:18,2021-11-11 10:49:09,"1m - 50,874s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:49:09,2021-11-11 10:49:09,"0,635s",PASSED
,,,,,,,
Test Cases/Case Repository/Regresyon/e-Fatura/VKN-Kamu-Ozel Matrah,Chrome 95.0.4638.69,,,2021-11-11 10:49:09,2021-11-11 10:51:03,"1m - 53,733s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:49:09,2021-11-11 10:49:13,"3,319s",PASSED
"runFeatureFile(""Include/features/Regresyon/e-Fatura/VKN-Kamu-Ozel Matrah.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:49:13,2021-11-11 10:51:03,"1m - 49,345s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:51:03,2021-11-11 10:51:03,"0,666s",PASSED
,,,,,,,
Test Cases/Case Repository/Regresyon/e-Fatura/VKN-Kamu-Satis,Chrome 95.0.4638.69,,,2021-11-11 10:51:03,2021-11-11 10:53:11,"2m - 7,985s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:51:03,2021-11-11 10:51:07,"3,555s",PASSED
"runFeatureFile(""Include/features/Regresyon/e-Fatura/VKN-Kamu-Satis.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:51:07,2021-11-11 10:53:11,"2m - 3,366s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:53:11,2021-11-11 10:53:11,"0,647s",PASSED
,,,,,,,
Test Cases/Case Repository/Regresyon/e-Fatura/VKN-Kamu-Tevkifat,Chrome 95.0.4638.69,,,2021-11-11 10:53:11,2021-11-11 10:55:33,"2m - 21,476s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:53:11,2021-11-11 10:53:16,"4,440s",PASSED
"runFeatureFile(""Include/features/Regresyon/e-Fatura/VKN-Kamu-Tevkifat.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:53:16,2021-11-11 10:55:32,"2m - 16,027s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:55:32,2021-11-11 10:55:33,"0,617s",PASSED
,,,,,,,
Test Cases/Case Repository/Regresyon/e-Fatura/VKN-Temel Fatura-Iade,Chrome 95.0.4638.69,,,2021-11-11 10:55:33,2021-11-11 10:57:19,"1m - 45,866s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:55:33,2021-11-11 10:55:36,"3,447s",PASSED
"runFeatureFile(""Include/features/Regresyon/e-Fatura/VKN-Temel Fatura-Iade.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:55:36,2021-11-11 10:57:18,"1m - 41,455s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:57:18,2021-11-11 10:57:19,"0,612s",PASSED
,,,,,,,
Test Cases/Case Repository/Regresyon/e-Fatura/VKN-Temel Fatura-Ihrac Kayitli,Chrome 95.0.4638.69,,,2021-11-11 10:57:19,2021-11-11 10:59:06,"1m - 47,327s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:57:19,2021-11-11 10:57:22,"3,221s",PASSED
"runFeatureFile(""Include/features/Regresyon/e-Fatura/VKN-Temel Fatura-Ihrac Kayitli.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:57:22,2021-11-11 10:59:05,"1m - 43,039s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:59:05,2021-11-11 10:59:06,"0,659s",PASSED
,,,,,,,
Test Cases/Case Repository/Regresyon/e-Fatura/VKN-Temel Fatura-Istisna,Chrome 95.0.4638.69,,,2021-11-11 10:59:06,2021-11-11 11:00:56,"1m - 49,894s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:59:06,2021-11-11 10:59:11,"5,573s",PASSED
"runFeatureFile(""Include/features/Regresyon/e-Fatura/VKN-Temel Fatura-Istisna.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:59:12,2021-11-11 11:00:55,"1m - 43,311s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 11:00:55,2021-11-11 11:00:56,"0,652s",PASSED
,,,,,,,
Test Cases/Case Repository/Regresyon/e-Fatura/VKN-Temel Fatura-Ozel Matrah,Chrome 95.0.4638.69,,,2021-11-11 11:00:56,2021-11-11 11:02:45,"1m - 48,955s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 11:00:56,2021-11-11 11:00:59,"3,541s",PASSED
"runFeatureFile(""Include/features/Regresyon/e-Fatura/VKN-Temel Fatura-Ozel Matrah.feature"")",Chrome 95.0.4638.69,,,2021-11-11 11:01:00,2021-11-11 11:02:44,"1m - 44,433s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 11:02:44,2021-11-11 11:02:45,"0,651s",PASSED
,,,,,,,
Test Cases/Case Repository/Regresyon/e-Fatura/VKN-Temel Fatura-Satis,Chrome 95.0.4638.69,,,2021-11-11 11:02:45,2021-11-11 11:04:31,"1m - 46,165s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 11:02:45,2021-11-11 11:02:48,"3,432s",PASSED
