Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Ayarlar,Chrome 94.0.4606.81,,,2021-10-15 17:27:15,2021-10-15 17:40:06,"12m - 50,152s",FAILED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Adres Defteri/Buton Kontrolu,Chrome 94.0.4606.81,,,2021-10-15 17:27:16,2021-10-15 17:28:00,"43,635s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:27:16,2021-10-15 17:27:24,"8,084s",PASSED
"runFeatureFile(""Include/features/Ayarlar/Araclar/Adres Defteri/Buton Kontrolu.feature"")",Chrome 94.0.4606.81,,,2021-10-15 17:27:25,2021-10-15 17:27:59,"33,881s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:27:59,2021-10-15 17:28:00,"0,730s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Adres Defteri/Ekle,Chrome 94.0.4606.81,,,2021-10-15 17:28:00,2021-10-15 17:28:54,"54,782s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:28:00,2021-10-15 17:28:03,"3,696s",PASSED
"runFeatureFile(""Include/features/Ayarlar/Araclar/Adres Defteri/Ekle.feature"")",Chrome 94.0.4606.81,,,2021-10-15 17:28:04,2021-10-15 17:28:54,"49,684s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:28:54,2021-10-15 17:28:54,"0,679s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Adres Defteri/Degistir,Chrome 94.0.4606.81,,,2021-10-15 17:28:54,2021-10-15 17:29:55,"1m - 0,591s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:28:54,2021-10-15 17:28:58,"3,981s",PASSED
"runFeatureFile(""Include/features/Ayarlar/Araclar/Adres Defteri/Degistir.feature"")",Chrome 94.0.4606.81,,,2021-10-15 17:28:59,2021-10-15 17:29:54,"55,256s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:29:54,2021-10-15 17:29:55,"0,681s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Firma Bilgileri/Firma Bilgileri,Chrome 94.0.4606.81,,,2021-10-15 17:29:55,2021-10-15 17:30:21,"26,156s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:29:55,2021-10-15 17:29:59,"3,624s",PASSED
"runFeatureFile(""Include/features/Ayarlar/Araclar/Firma Bilgileri/Firma Bilgileri.feature"")",Chrome 94.0.4606.81,,,2021-10-15 17:29:59,2021-10-15 17:30:21,"21,308s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:30:21,2021-10-15 17:30:21,"0,650s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Firma Bilgileri/On ek icin yeni yil,Chrome 94.0.4606.81,,,2021-10-15 17:30:21,2021-10-15 17:30:43,"21,808s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:30:21,2021-10-15 17:30:25,"3,464s",PASSED
"runFeatureFile(""Include/features/Ayarlar/Araclar/Firma Bilgileri/On ek icin yeni yil.feature"")",Chrome 94.0.4606.81,,,2021-10-15 17:30:25,2021-10-15 17:30:42,"17,028s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:30:42,2021-10-15 17:30:43,"0,694s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/Buton Kontrolu,Chrome 94.0.4606.81,,,2021-10-15 17:30:43,2021-10-15 17:31:30,"47,276s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:30:43,2021-10-15 17:30:47,"3,503s",PASSED
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/Buton Kontrolu.feature"")",Chrome 94.0.4606.81,,,2021-10-15 17:30:47,2021-10-15 17:31:30,"42,551s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:31:30,2021-10-15 17:31:30,"0,702s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/On Deger Ata,Chrome 94.0.4606.81,,,2021-10-15 17:31:30,2021-10-15 17:32:03,"32,276s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:31:30,2021-10-15 17:31:34,"3,778s",PASSED
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/On Deger Ata.feature"")",Chrome 94.0.4606.81,,,2021-10-15 17:31:35,2021-10-15 17:32:02,"27,092s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:32:02,2021-10-15 17:32:03,"0,688s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/Onizleme,Chrome 94.0.4606.81,,,2021-10-15 17:32:03,2021-10-15 17:32:36,"33,835s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:32:03,2021-10-15 17:32:07,"4,781s",PASSED
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/Onizleme.feature"")",Chrome 94.0.4606.81,,,2021-10-15 17:32:08,2021-10-15 17:32:36,"27,598s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:32:36,2021-10-15 17:32:36,"0,767s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/Tasarimi Indir,Chrome 94.0.4606.81,,,2021-10-15 17:32:36,2021-10-15 17:33:12,"36,057s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:32:36,2021-10-15 17:32:41,"4,524s",PASSED
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/Tasarimi Indir.feature"")",Chrome 94.0.4606.81,,,2021-10-15 17:32:42,2021-10-15 17:33:12,"29,894s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:33:12,2021-10-15 17:33:12,"0,676s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Tasarim Araclari/Buton Kontrolu,Chrome 94.0.4606.81,,,2021-10-15 17:33:12,2021-10-15 17:33:50,"37,091s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:33:12,2021-10-15 17:33:17,"4,221s",PASSED
