Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Raporlar,Chrome 96.0.4664.45,,,2021-11-18 11:50:46,2021-11-18 11:54:53,"4m - 7,228s",PASSED
,,,,,,,
Test Cases/Case Repository/Raporlar/GIB Kullanici Listesi/Ekran Kontrolu,Chrome 96.0.4664.45,,,2021-11-18 11:50:47,2021-11-18 11:51:31,"44,807s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 96.0.4664.45,,,2021-11-18 11:50:47,2021-11-18 11:50:53,"6,072s",PASSED
"runFeatureFile(""Include/features/Raporlar/GIB Kullanici Listesi/Ekran Kontrolu.feature"")",Chrome 96.0.4664.45,,,2021-11-18 11:50:53,2021-11-18 11:51:31,"37,418s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 96.0.4664.45,,,2021-11-18 11:51:31,2021-11-18 11:51:31,"0,731s",PASSED
,,,,,,,
Test Cases/Case Repository/Raporlar/GIB Kullanici Listesi/Excel,Chrome 96.0.4664.45,,,2021-11-18 11:51:31,2021-11-18 11:52:01,"29,565s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 96.0.4664.45,,,2021-11-18 11:51:31,2021-11-18 11:51:35,"3,946s",PASSED
"runFeatureFile(""Include/features/Raporlar/GIB Kullanici Listesi/Excel.feature"")",Chrome 96.0.4664.45,,,2021-11-18 11:51:36,2021-11-18 11:52:00,"24,286s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 96.0.4664.45,,,2021-11-18 11:52:00,2021-11-18 11:52:01,"0,670s",PASSED
,,,,,,,
Test Cases/Case Repository/Raporlar/Izlenme Kayitlari/Ekran Kontrolu,Chrome 96.0.4664.45,,,2021-11-18 11:52:01,2021-11-18 11:52:50,"48,681s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 96.0.4664.45,,,2021-11-18 11:52:01,2021-11-18 11:52:05,"4,257s",PASSED
"runFeatureFile(""Include/features/Raporlar/Izlenme Kayitlari/Ekran Kontrolu.feature"")",Chrome 96.0.4664.45,,,2021-11-18 11:52:06,2021-11-18 11:52:49,"42,845s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 96.0.4664.45,,,2021-11-18 11:52:49,2021-11-18 11:52:50,"0,667s",PASSED
,,,,,,,
Test Cases/Case Repository/Raporlar/Kümülatif Kontrol Raporu/Ekran Kontrolü ve Excel Aktar,Chrome 96.0.4664.45,,,2021-11-18 11:52:50,2021-11-18 11:54:53,"2m - 3,694s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 96.0.4664.45,,,2021-11-18 11:52:50,2021-11-18 11:52:53,"3,337s",PASSED
"runFeatureFile(""Include/features/Raporlar/Kümülatif Kontör Raporu/Ekran Kontrolü ve Excel Aktar.feature"")",Chrome 96.0.4664.45,,,2021-11-18 11:52:54,2021-11-18 11:54:53,"1m - 59,000s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 96.0.4664.45,,,2021-11-18 11:54:53,2021-11-18 11:54:53,"0,705s",PASSED
