Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
e-Fatura,Chrome 95.0.4638.69,,,2021-11-11 10:01:45,2021-11-11 10:23:48,"22m - 2,545s",FAILED
,,,,,,,
Test Cases/Case Repository/e-Fatura/e-Fatura Araclari/e-Fatura Olusturma/Ekle/VKN-Temel Fatura-Satis Tipinde,Chrome 95.0.4638.69,,,2021-11-11 10:01:46,2021-11-11 10:03:20,"1m - 33,523s",FAILED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:01:46,2021-11-11 10:01:57,"10,994s",PASSED
"runFeatureFile(""Include/features/e-Fatura/e-Fatura Araclari/e-Fatura Olusturma/Ekle/VKN-Temel Fatura-Satis Tipinde.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:01:58,2021-11-11 10:03:19,"1m - 21,439s",FAILED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:03:19,2021-11-11 10:03:20,"0,720s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/e-Fatura Araclari/e-Fatura Olusturma/Ekran Kontrolu,Chrome 95.0.4638.69,,,2021-11-11 10:03:20,2021-11-11 10:04:01,"40,985s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:03:20,2021-11-11 10:03:24,"3,958s",PASSED
"runFeatureFile(""Include/features/e-Fatura/e-Fatura Araclari/e-Fatura Olusturma/Ekran Kontrolu.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:03:24,2021-11-11 10:04:00,"35,585s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:04:00,2021-11-11 10:04:01,"0,850s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/e-Fatura Araclari/e-Fatura Taslak/Ekran Kontrolu,Chrome 95.0.4638.69,,,2021-11-11 10:04:01,2021-11-11 10:04:41,"40,089s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:04:01,2021-11-11 10:04:05,"4,779s",PASSED
"runFeatureFile(""Include/features/e-Fatura/e-Fatura Araclari/e-Fatura Taslak/Ekran Kontrolu.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:04:06,2021-11-11 10:04:40,"33,962s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:04:40,2021-11-11 10:04:41,"0,781s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/e-Fatura Araclari/e-Fatura Yukleme/Buton Kontrolu,Chrome 95.0.4638.69,,,2021-11-11 10:04:41,2021-11-11 10:05:11,"29,919s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:04:41,2021-11-11 10:04:45,"4,324s",PASSED
"runFeatureFile(""Include/features/e-Fatura/e-Fatura Araclari/e-Fatura Yukleme/Buton Kontrolu.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:04:46,2021-11-11 10:05:10,"24,306s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:05:10,2021-11-11 10:05:11,"0,661s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/e-Fatura Araclari/e-Fatura Yukleme/Excele Aktar,Chrome 95.0.4638.69,,,2021-11-11 10:05:11,2021-11-11 10:05:43,"31,888s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:05:11,2021-11-11 10:05:15,"3,963s",PASSED
"runFeatureFile(""Include/features/e-Fatura/e-Fatura Araclari/e-Fatura Yukleme/Excele Aktar.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:05:15,2021-11-11 10:05:42,"26,710s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:05:42,2021-11-11 10:05:43,"0,653s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/Gelen Kutusu/Faturalar/Departman Ata-Geri Al,Chrome 95.0.4638.69,,,2021-11-11 10:05:43,2021-11-11 10:06:38,"55,612s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:05:43,2021-11-11 10:05:46,"3,562s",PASSED
"runFeatureFile(""Include/features/e-Fatura/Gelen Kutusu/Faturalar/Departman Ata-Geri Al.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:05:47,2021-11-11 10:06:38,"50,780s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:06:38,2021-11-11 10:06:38,"0,691s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/Gelen Kutusu/Faturalar/Ekran Kontrolu,Chrome 95.0.4638.69,,,2021-11-11 10:06:38,2021-11-11 10:08:48,"2m - 10,274s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:06:38,2021-11-11 10:06:42,"4,017s",PASSED
"runFeatureFile(""Include/features/e-Fatura/Gelen Kutusu/Faturalar/Ekran Kontrolu.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:06:43,2021-11-11 10:08:48,"2m - 4,998s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:08:48,2021-11-11 10:08:48,"0,643s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/Gelen Kutusu/Faturalar/Gorseli Ac,Chrome 95.0.4638.69,,,2021-11-11 10:08:48,2021-11-11 10:09:25,"36,307s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:08:48,2021-11-11 10:08:52,"3,838s",PASSED
"runFeatureFile(""Include/features/e-Fatura/Gelen Kutusu/Faturalar/Gorseli Ac.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:08:53,2021-11-11 10:09:24,"31,167s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:09:24,2021-11-11 10:09:25,"0,704s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/Gelen Kutusu/Faturalar/Izleme Kayitlari,Chrome 95.0.4638.69,,,2021-11-11 10:09:25,2021-11-11 10:10:08,"43,425s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:09:25,2021-11-11 10:09:29,"3,912s",PASSED
"runFeatureFile(""Include/features/e-Fatura/Gelen Kutusu/Faturalar/Izleme Kayitlari.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:09:29,2021-11-11 10:10:08,"38,384s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:10:08,2021-11-11 10:10:08,"0,652s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/Gelen Kutusu/Faturalar/Pdf Goster-Indir,Chrome 95.0.4638.69,,,2021-11-11 10:10:08,2021-11-11 10:10:47,"39,202s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:10:08,2021-11-11 10:10:12,"3,493s",PASSED
"runFeatureFile(""Include/features/e-Fatura/Gelen Kutusu/Faturalar/PDF Goster-Indir.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:10:12,2021-11-11 10:10:47,"34,432s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:10:47,2021-11-11 10:10:47,"0,768s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/Gelen Kutusu/Faturalar/Sertifika,Chrome 95.0.4638.69,,,2021-11-11 10:10:47,2021-11-11 10:11:25,"38,006s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:10:47,2021-11-11 10:10:51,"3,928s",PASSED
"runFeatureFile(""Include/features/e-Fatura/Gelen Kutusu/Faturalar/Sertifika.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:10:52,2021-11-11 10:11:25,"32,918s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:11:25,2021-11-11 10:11:25,"0,650s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/Gelen Kutusu/Faturalar/Statu Ata,Chrome 95.0.4638.69,,,2021-11-11 10:11:25,2021-11-11 10:12:03,"37,553s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:11:25,2021-11-11 10:11:29,"3,908s",PASSED
"runFeatureFile(""Include/features/e-Fatura/Gelen Kutusu/Faturalar/Statu Ata.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:11:30,2021-11-11 10:12:02,"32,409s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:12:02,2021-11-11 10:12:03,"0,667s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/Gelen Kutusu/Faturalar/Tum Hesaplar Kontrolu,Chrome 95.0.4638.69,,,2021-11-11 10:12:03,2021-11-11 10:12:31,"28,177s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:12:03,2021-11-11 10:12:09,"6,319s",PASSED
"runFeatureFile(""Include/features/e-Fatura/Gelen Kutusu/Faturalar/Tum Hesaplar Kontrolu.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:12:10,2021-11-11 10:12:30,"20,660s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:12:30,2021-11-11 10:12:31,"0,747s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/Gelen Kutusu/Faturalar/UBL-Goster-Indir,Chrome 95.0.4638.69,,,2021-11-11 10:12:31,2021-11-11 10:13:11,"39,370s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:12:31,2021-11-11 10:12:36,"4,887s",PASSED
"runFeatureFile(""Include/features/e-Fatura/Gelen Kutusu/Faturalar/UBL-Goster-Indir.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:12:37,2021-11-11 10:13:10,"33,103s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:13:10,2021-11-11 10:13:11,"0,755s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/Gelen Kutusu/Faturalar/Varsayilan Ile Goster,Chrome 95.0.4638.69,,,2021-11-11 10:13:11,2021-11-11 10:13:44,"33,831s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:13:11,2021-11-11 10:13:14,"3,699s",PASSED
"runFeatureFile(""Include/features/e-Fatura/Gelen Kutusu/Faturalar/Varsayilan Ile Goster.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:13:15,2021-11-11 10:13:44,"28,825s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:13:44,2021-11-11 10:13:44,"0,689s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/Gelen Kutusu/Uygulama Yanitlari/Departman Ata-Geri Al,Chrome 95.0.4638.69,,,2021-11-11 10:13:44,2021-11-11 10:14:25,"40,704s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:13:44,2021-11-11 10:13:48,"3,913s",PASSED
