Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Okc_Islemleri,Chrome 94.0.4606.81,,,2021-10-15 17:27:26,2021-10-15 17:31:06,"3m - 39,328s",PASSED
,,,,,,,
Test Cases/Case Repository/OKC Islemleri/OKC Mali Raporlar/Ekran Kontrolu,Chrome 94.0.4606.81,,,2021-10-15 17:27:27,2021-10-15 17:28:30,"1m - 2,668s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:27:27,2021-10-15 17:27:35,"8,122s",PASSED
"runFeatureFile(""Include/features/OKC Islemleri/OKC Mali Raporlari/Ekran Kontrolu.feature"")",Chrome 94.0.4606.81,,,2021-10-15 17:27:36,2021-10-15 17:28:29,"52,750s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:28:29,2021-10-15 17:28:30,"1,110s",PASSED
,,,,,,,
Test Cases/Case Repository/OKC Islemleri/OKC Mali Raporlar/Izleme Kayitlari,Chrome 94.0.4606.81,,,2021-10-15 17:28:30,2021-10-15 17:29:13,"43,021s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:28:30,2021-10-15 17:28:34,"4,488s",PASSED
"runFeatureFile(""Include/features/OKC Islemleri/OKC Mali Raporlari/Izleme Kayitlari.feature"")",Chrome 94.0.4606.81,,,2021-10-15 17:28:35,2021-10-15 17:29:12,"37,183s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:29:12,2021-10-15 17:29:13,"0,713s",PASSED
,,,,,,,
Test Cases/Case Repository/OKC Islemleri/OKC Mali Raporlar/Rapor,Chrome 94.0.4606.81,,,2021-10-15 17:29:13,2021-10-15 17:29:47,"34,273s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:29:13,2021-10-15 17:29:17,"3,847s",PASSED
"runFeatureFile(""Include/features/OKC Islemleri/OKC Mali Raporlari/Rapor.feature"")",Chrome 94.0.4606.81,,,2021-10-15 17:29:18,2021-10-15 17:29:46,"28,897s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:29:46,2021-10-15 17:29:47,"0,678s",PASSED
,,,,,,,
Test Cases/Case Repository/OKC Islemleri/OKC Mali Raporlar/XML,Chrome 94.0.4606.81,,,2021-10-15 17:29:47,2021-10-15 17:30:26,"38,434s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:29:47,2021-10-15 17:29:52,"5,203s",PASSED
"runFeatureFile(""Include/features/OKC Islemleri/OKC Mali Raporlari/XML.feature"")",Chrome 94.0.4606.81,,,2021-10-15 17:29:53,2021-10-15 17:30:25,"32,114s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:30:25,2021-10-15 17:30:26,"0,715s",PASSED
,,,,,,,
Test Cases/Case Repository/OKC Islemleri/OKC Mali Raporlar/Excele Aktar,Chrome 94.0.4606.81,,,2021-10-15 17:30:26,2021-10-15 17:31:06,"40,246s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:30:26,2021-10-15 17:30:30,"4,188s",PASSED
"runFeatureFile(""Include/features/OKC Islemleri/OKC Mali Raporlari/Excele Aktar.feature"")",Chrome 94.0.4606.81,,,2021-10-15 17:30:30,2021-10-15 17:31:05,"34,727s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-15 17:31:05,2021-10-15 17:31:06,"0,628s",PASSED
