Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Ayarlar,Chrome 95.0.4638.69,,,2021-11-12 14:08:16,2021-11-12 14:22:51,"14m - 34,926s",FAILED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Adres Defteri/Buton Kontrolu,Chrome 95.0.4638.69,,,2021-11-12 14:08:16,2021-11-12 14:08:54,"37,612s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-12 14:08:16,2021-11-12 14:08:22,"5,653s",PASSED
"runFeatureFile(""Include/features/Ayarlar/Araclar/Adres Defteri/Buton Kontrolu.feature"")",Chrome 95.0.4638.69,,,2021-11-12 14:08:23,2021-11-12 14:08:53,"30,631s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-12 14:08:53,2021-11-12 14:08:54,"0,642s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Adres Defteri/Ekle,Chrome 95.0.4638.69,,,2021-11-12 14:08:54,2021-11-12 14:09:49,"55,286s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-12 14:08:54,2021-11-12 14:08:58,"4,353s",PASSED
"runFeatureFile(""Include/features/Ayarlar/Araclar/Adres Defteri/Ekle.feature"")",Chrome 95.0.4638.69,,,2021-11-12 14:08:59,2021-11-12 14:09:49,"49,866s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-12 14:09:49,2021-11-12 14:09:49,"0,661s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Adres Defteri/Degistir,Chrome 95.0.4638.69,,,2021-11-12 14:09:49,2021-11-12 14:10:51,"1m - 1,483s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-12 14:09:49,2021-11-12 14:09:53,"3,309s",PASSED
"runFeatureFile(""Include/features/Ayarlar/Araclar/Adres Defteri/Degistir.feature"")",Chrome 95.0.4638.69,,,2021-11-12 14:09:53,2021-11-12 14:10:50,"57,073s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-12 14:10:50,2021-11-12 14:10:51,"0,690s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Firma Bilgileri/Firma Bilgileri,Chrome 95.0.4638.69,,,2021-11-12 14:10:51,2021-11-12 14:11:20,"29,500s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-12 14:10:51,2021-11-12 14:10:55,"3,748s",PASSED
"runFeatureFile(""Include/features/Ayarlar/Araclar/Firma Bilgileri/Firma Bilgileri.feature"")",Chrome 95.0.4638.69,,,2021-11-12 14:10:55,2021-11-12 14:11:20,"24,348s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-12 14:11:20,2021-11-12 14:11:20,"0,648s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Araclar/Firma Bilgileri/On ek icin yeni yil,Chrome 95.0.4638.69,,,2021-11-12 14:11:20,2021-11-12 14:11:50,"30,083s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-12 14:11:20,2021-11-12 14:11:24,"3,649s",PASSED
"runFeatureFile(""Include/features/Ayarlar/Araclar/Firma Bilgileri/On ek icin yeni yil.feature"")",Chrome 95.0.4638.69,,,2021-11-12 14:11:25,2021-11-12 14:11:50,"24,981s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-12 14:11:50,2021-11-12 14:11:50,"0,653s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/Buton Kontrolu,Chrome 95.0.4638.69,,,2021-11-12 14:11:50,2021-11-12 14:12:33,"43,065s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-12 14:11:50,2021-11-12 14:11:54,"3,596s",PASSED
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/Buton Kontrolu.feature"")",Chrome 95.0.4638.69,,,2021-11-12 14:11:55,2021-11-12 14:12:33,"38,133s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-12 14:12:33,2021-11-12 14:12:33,"0,782s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/On Deger Ata,Chrome 95.0.4638.69,,,2021-11-12 14:12:33,2021-11-12 14:13:11,"37,659s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-12 14:12:33,2021-11-12 14:12:38,"4,441s",PASSED
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/On Deger Ata.feature"")",Chrome 95.0.4638.69,,,2021-11-12 14:12:38,2021-11-12 14:13:10,"31,632s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-12 14:13:10,2021-11-12 14:13:11,"1,032s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/Onizleme,Chrome 95.0.4638.69,,,2021-11-12 14:13:11,2021-11-12 14:13:43,"32,096s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-12 14:13:11,2021-11-12 14:13:15,"4,263s",PASSED
"runFeatureFile(""Include/features/Ayarlar/Gorsel Tasarimlar/Hazir Tasarim Araci/e-Fatura/Onizleme.feature"")",Chrome 95.0.4638.69,,,2021-11-12 14:13:16,2021-11-12 14:13:42,"26,459s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-12 14:13:42,2021-11-12 14:13:43,"0,783s",PASSED
,,,,,,,
Test Cases/Case Repository/Ayarlar/Gorsel Tasarim/Hazir Tasarim Araci/e-Fatura/Tasarimi Indir,Chrome 95.0.4638.69,,,2021-11-12 14:13:43,2021-11-12 14:14:23,"39,918s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-12 14:13:43,2021-11-12 14:13:47,"3,843s",PASSED
