Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Firma_Yonetimi,Chrome 95.0.4638.69,,,2021-11-11 09:43:42,2021-11-11 09:51:10,"7m - 28,072s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Departman Ekle,Chrome 95.0.4638.69,,,2021-11-11 09:43:43,2021-11-11 09:44:26,"43,386s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:43:43,2021-11-11 09:43:50,"6,914s",PASSED
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Departman Ekle.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:43:50,2021-11-11 09:44:26,"35,142s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:44:26,2021-11-11 09:44:26,"0,651s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Ekran Kontrolu,Chrome 95.0.4638.69,,,2021-11-11 09:44:26,2021-11-11 09:45:00,"33,703s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:44:26,2021-11-11 09:44:30,"3,654s",PASSED
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Ekran Kontrolu.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:44:31,2021-11-11 09:44:59,"28,710s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:44:59,2021-11-11 09:45:00,"0,690s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Kural Tanimla/Kural Ekle,Chrome 95.0.4638.69,,,2021-11-11 09:45:00,2021-11-11 09:45:35,"35,368s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:45:00,2021-11-11 09:45:04,"3,784s",PASSED
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Kural Tanimla/Kural Ekle.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:45:04,2021-11-11 09:45:35,"30,327s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:45:35,2021-11-11 09:45:35,"0,645s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Kural Tanimla/Kural Sil,Chrome 95.0.4638.69,,,2021-11-11 09:45:35,2021-11-11 09:46:03,"27,750s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:45:35,2021-11-11 09:45:39,"3,403s",PASSED
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Kural Tanimla/Kural Sil.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:45:39,2021-11-11 09:46:02,"23,222s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:46:02,2021-11-11 09:46:03,"0,639s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Sil,Chrome 95.0.4638.69,,,2021-11-11 09:46:03,2021-11-11 09:46:36,"32,920s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:46:03,2021-11-11 09:46:07,"4,300s",PASSED
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Departman Tanimlari/Sil.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:46:08,2021-11-11 09:46:35,"27,318s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:46:35,2021-11-11 09:46:36,"0,633s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Ekran Kontrolu,Chrome 95.0.4638.69,,,2021-11-11 09:46:36,2021-11-11 09:47:12,"35,671s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:46:36,2021-11-11 09:46:40,"3,640s",PASSED
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Ekran Kontrolu.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:46:40,2021-11-11 09:47:11,"30,875s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:47:11,2021-11-11 09:47:12,"0,644s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Kullanici Ekle,Chrome 95.0.4638.69,,,2021-11-11 09:47:12,2021-11-11 09:47:45,"33,213s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:47:12,2021-11-11 09:47:17,"4,993s",PASSED
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Kullanici Ekle.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:47:17,2021-11-11 09:47:44,"27,128s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:47:44,2021-11-11 09:47:45,"0,658s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Rol ve Departman Tanimla,Chrome 95.0.4638.69,,,2021-11-11 09:47:45,2021-11-11 09:48:26,"41,421s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:47:45,2021-11-11 09:47:51,"5,907s",PASSED
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Rol ve Departman Tanimla.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:47:51,2021-11-11 09:48:26,"34,180s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:48:26,2021-11-11 09:48:26,"0,632s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Sil,Chrome 95.0.4638.69,,,2021-11-11 09:48:26,2021-11-11 09:48:59,"32,453s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:48:26,2021-11-11 09:48:33,"6,814s",PASSED
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Kullanici Tanimlari/Sil.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:48:34,2021-11-11 09:48:58,"24,428s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:48:58,2021-11-11 09:48:59,"0,657s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Ekran Kontrolu,Chrome 95.0.4638.69,,,2021-11-11 09:48:59,2021-11-11 09:49:33,"33,792s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:48:59,2021-11-11 09:49:06,"7,467s",PASSED
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Ekran Kontrolu.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:49:07,2021-11-11 09:49:32,"25,076s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:49:32,2021-11-11 09:49:33,"0,640s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Rol Ekle,Chrome 95.0.4638.69,,,2021-11-11 09:49:33,2021-11-11 09:50:03,"29,948s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:49:33,2021-11-11 09:49:36,"3,688s",PASSED
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Rol Ekle.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:49:37,2021-11-11 09:50:02,"25,200s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:50:02,2021-11-11 09:50:03,"0,681s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Sil,Chrome 95.0.4638.69,,,2021-11-11 09:50:03,2021-11-11 09:50:35,"32,072s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:50:03,2021-11-11 09:50:09,"6,343s",PASSED
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Sil.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:50:09,2021-11-11 09:50:34,"24,491s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:50:34,2021-11-11 09:50:35,"0,675s",PASSED
,,,,,,,
Test Cases/Case Repository/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Yetki Tanimla,Chrome 95.0.4638.69,,,2021-11-11 09:50:35,2021-11-11 09:51:10,"35,793s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:50:35,2021-11-11 09:50:40,"5,779s",PASSED
"runFeatureFile(""Include/features/Firma Yonetimi/Yetki Yonetimi/Rol ve Yetki Tanimlari/Yetki Tanimla.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:50:41,2021-11-11 09:51:10,"28,844s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:51:10,2021-11-11 09:51:10,"0,768s",PASSED
