Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Raporlar,Chrome 94.0.4606.81,,,2021-10-14 17:36:55,2021-10-14 17:38:51,"1m - 56,802s",PASSED
,,,,,,,
Test Cases/Case Repository/Raporlar/GIB Kullanici Listesi/Ekran Kontrolu,Chrome 94.0.4606.81,,,2021-10-14 17:36:55,2021-10-14 17:37:41,"45,522s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:36:55,2021-10-14 17:37:02,"6,710s",PASSED
"runFeatureFile(""Include/features/Raporlar/GIB Kullanici Listesi/Ekran Kontrolu.feature"")",Chrome 94.0.4606.81,,,2021-10-14 17:37:03,2021-10-14 17:37:40,"37,231s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:37:40,2021-10-14 17:37:41,"0,757s",PASSED
,,,,,,,
Test Cases/Case Repository/Raporlar/GIB Kullanici Listesi/Excel,Chrome 94.0.4606.81,,,2021-10-14 17:37:41,2021-10-14 17:38:12,"31,086s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:37:41,2021-10-14 17:37:47,"6,610s",PASSED
"runFeatureFile(""Include/features/Raporlar/GIB Kullanici Listesi/Excel.feature"")",Chrome 94.0.4606.81,,,2021-10-14 17:37:48,2021-10-14 17:38:11,"23,179s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:38:11,2021-10-14 17:38:12,"0,718s",PASSED
,,,,,,,
Test Cases/Case Repository/Raporlar/Izlenme Kayitlari/Ekran Kontrolu,Chrome 94.0.4606.81,,,2021-10-14 17:38:12,2021-10-14 17:38:51,"39,652s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:38:12,2021-10-14 17:38:15,"3,535s",PASSED
"runFeatureFile(""Include/features/Raporlar/Izlenme Kayitlari/Ekran Kontrolu.feature"")",Chrome 94.0.4606.81,,,2021-10-14 17:38:16,2021-10-14 17:38:51,"34,795s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:38:51,2021-10-14 17:38:51,"0,665s",PASSED
