Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
e-Saklama,Chrome 95.0.4638.69,,,2021-11-11 09:39:16,2021-11-11 09:42:25,"3m - 9,093s",FAILED
,,,,,,,
Test Cases/Case Repository/e-Saklama/e-Defter/e-Defter Saklama/Ekran Kontrolu,Chrome 95.0.4638.69,,,2021-11-11 09:39:16,2021-11-11 09:39:48,"31,879s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:39:16,2021-11-11 09:39:21,"5,220s",PASSED
"runFeatureFile(""Include/features/e-Saklama/e-Defter/e-Defter Saklama/Ekran Kontrolu.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:39:22,2021-11-11 09:39:47,"25,488s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:39:47,2021-11-11 09:39:48,"0,632s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Saklama/e-Defter/e-Defter Saklama/Goster,Chrome 95.0.4638.69,,,2021-11-11 09:39:48,2021-11-11 09:40:28,"40,138s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:39:48,2021-11-11 09:39:51,"3,494s",PASSED
"runFeatureFile(""Include/features/e-Saklama/e-Defter/e-Defter Saklama/Goster.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:39:52,2021-11-11 09:40:27,"35,350s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:40:27,2021-11-11 09:40:28,"0,649s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Saklama/e-Defter/e-Defter Saklama/Indir,Chrome 95.0.4638.69,,,2021-11-11 09:40:28,2021-11-11 09:41:09,"40,807s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:40:28,2021-11-11 09:40:32,"3,892s",PASSED
"runFeatureFile(""Include/features/e-Saklama/e-Defter/e-Defter Saklama/Indir.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:40:33,2021-11-11 09:41:08,"35,741s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:41:08,2021-11-11 09:41:09,"0,662s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Saklama/e-Defter/e-Defter Saklama/Yukle,Chrome 95.0.4638.69,,,2021-11-11 09:41:09,2021-11-11 09:41:44,"34,750s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:41:09,2021-11-11 09:41:13,"4,295s",PASSED
"runFeatureFile(""Include/features/e-Saklama/e-Defter/e-Defter Saklama/Yukle.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:41:14,2021-11-11 09:41:43,"29,243s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:41:43,2021-11-11 09:41:44,"0,706s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Saklama/e-Defter/e-Defter Saklama/Sil,Chrome 95.0.4638.69,,,2021-11-11 09:41:44,2021-11-11 09:42:25,"41,235s",FAILED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:41:44,2021-11-11 09:41:49,"4,935s",PASSED
"runFeatureFile(""Include/features/e-Saklama/e-Defter/e-Defter Saklama/Sil.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:41:49,2021-11-11 09:42:24,"35,075s",FAILED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:42:24,2021-11-11 09:42:25,"0,676s",PASSED
