Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Zarflar,Chrome 95.0.4638.69,,,2021-11-11 10:25:18,2021-11-11 10:36:08,"10m - 50,650s",PASSED
,,,,,,,
Test Cases/Case Repository/Zarflar/Gelen Zarflar/Ekran Kontrolu,Chrome 95.0.4638.69,,,2021-11-11 10:25:18,2021-11-11 10:26:18,"59,991s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:25:18,2021-11-11 10:25:26,"7,957s",PASSED
"runFeatureFile(""Include/features/Zarflar/Gelen Zarflar/Ekran Kontrolu.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:25:26,2021-11-11 10:26:17,"50,826s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:26:17,2021-11-11 10:26:18,"0,691s",PASSED
,,,,,,,
Test Cases/Case Repository/Zarflar/Gelen Zarflar/Indir,Chrome 95.0.4638.69,,,2021-11-11 10:26:18,2021-11-11 10:26:57,"38,962s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:26:18,2021-11-11 10:26:22,"3,975s",PASSED
"runFeatureFile(""Include/features/Zarflar/Gelen Zarflar/Indir.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:26:23,2021-11-11 10:26:56,"33,736s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:26:56,2021-11-11 10:26:57,"0,686s",PASSED
,,,,,,,
Test Cases/Case Repository/Zarflar/Gelen Zarflar/Izleme Kayitlari,Chrome 95.0.4638.69,,,2021-11-11 10:26:57,2021-11-11 10:27:42,"45,269s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:26:57,2021-11-11 10:27:01,"3,688s",PASSED
"runFeatureFile(""Include/features/Zarflar/Gelen Zarflar/Izleme Kayitlari.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:27:01,2021-11-11 10:27:42,"40,303s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:27:42,2021-11-11 10:27:42,"0,671s",PASSED
,,,,,,,
Test Cases/Case Repository/Zarflar/Gelen Zarflar/Tablodaki Verinin Irsaliyeleri,Chrome 95.0.4638.69,,,2021-11-11 10:27:42,2021-11-11 10:28:20,"37,316s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:27:42,2021-11-11 10:27:46,"4,031s",PASSED
"runFeatureFile(""Include/features/Zarflar/Gelen Zarflar/Tablodaki Verinin Irsaliyeleri.feature"")",Chrome 95.0.4638.69,,,2021-11-11 10:27:47,2021-11-11 10:28:19,"32,046s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:28:19,2021-11-11 10:28:20,"0,685s",PASSED
,,,,,,,
Test Cases/Case Repository/Zarflar/Gelen Zarflar/UBL-Goster,Chrome 95.0.4638.69,,,2021-11-11 10:28:20,2021-11-11 10:28:52,"31,990s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 10:28:20,2021-11-11 10:28:24,"4,876s",PASSED
