Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ExceleAktarVeTopluIndirme,Chrome 95.0.4638.69,,,2021-11-16 09:19:50,2021-11-16 09:39:06,"19m - 16,526s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/Gelen Kutusu/Faturalar/Excele Aktar,Chrome 95.0.4638.69,,,2021-11-16 09:19:50,2021-11-16 09:20:56,"1m - 5,714s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-16 09:19:50,2021-11-16 09:19:57,"6,782s",PASSED
"runFeatureFile(""Include/features/e-Fatura/Gelen Kutusu/Faturalar/Excele Aktar.feature"")",Chrome 95.0.4638.69,,,2021-11-16 09:19:58,2021-11-16 09:20:55,"57,655s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-16 09:20:55,2021-11-16 09:20:56,"0,678s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/Gelen Kutusu/Faturalar/Toplu Indirme,Chrome 95.0.4638.69,,,2021-11-16 09:20:56,2021-11-16 09:22:00,"1m - 4,299s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-16 09:20:56,2021-11-16 09:21:00,"3,457s",PASSED
"runFeatureFile(""Include/features/e-Fatura/Gelen Kutusu/Faturalar/Toplu Indirme.feature"")",Chrome 95.0.4638.69,,,2021-11-16 09:21:00,2021-11-16 09:22:00,"59,755s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-16 09:22:00,2021-11-16 09:22:00,"0,638s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/Gelen Kutusu/Uygulama Yanitlari/Excele Aktar,Chrome 95.0.4638.69,,,2021-11-16 09:22:00,2021-11-16 09:22:51,"50,799s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-16 09:22:00,2021-11-16 09:22:04,"3,513s",PASSED
"runFeatureFile(""Include/features/e-Fatura/Gelen Kutusu/Uygulama Yanitlari/Excele Aktar.feature"")",Chrome 95.0.4638.69,,,2021-11-16 09:22:04,2021-11-16 09:22:50,"46,074s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-16 09:22:50,2021-11-16 09:22:51,"0,822s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Fatura/Gelen Kutusu/Uygulama Yanitlari/Toplu Indirme,Chrome 95.0.4638.69,,,2021-11-16 09:22:51,2021-11-16 09:23:39,"48,128s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-16 09:22:51,2021-11-16 09:22:55,"3,868s",PASSED
