Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Okc_Islemleri,Chrome 95.0.4638.69,,,2021-11-11 09:43:00,2021-11-11 09:46:40,"3m - 39,843s",PASSED
,,,,,,,
Test Cases/Case Repository/OKC Islemleri/OKC Mali Raporlar/Ekran Kontrolu,Chrome 95.0.4638.69,,,2021-11-11 09:43:00,2021-11-11 09:43:56,"55,694s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:43:00,2021-11-11 09:43:07,"6,851s",PASSED
"runFeatureFile(""Include/features/OKC Islemleri/OKC Mali Raporlari/Ekran Kontrolu.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:43:08,2021-11-11 09:43:55,"47,506s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:43:55,2021-11-11 09:43:56,"0,816s",PASSED
,,,,,,,
Test Cases/Case Repository/OKC Islemleri/OKC Mali Raporlar/Izleme Kayitlari,Chrome 95.0.4638.69,,,2021-11-11 09:43:56,2021-11-11 09:44:49,"52,806s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:43:56,2021-11-11 09:44:08,"11,907s",PASSED
"runFeatureFile(""Include/features/OKC Islemleri/OKC Mali Raporlari/Izleme Kayitlari.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:44:08,2021-11-11 09:44:48,"39,742s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:44:48,2021-11-11 09:44:49,"0,629s",PASSED
,,,,,,,
Test Cases/Case Repository/OKC Islemleri/OKC Mali Raporlar/Rapor,Chrome 95.0.4638.69,,,2021-11-11 09:44:49,2021-11-11 09:45:25,"36,033s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:44:49,2021-11-11 09:44:53,"3,801s",PASSED
"runFeatureFile(""Include/features/OKC Islemleri/OKC Mali Raporlari/Rapor.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:44:53,2021-11-11 09:45:24,"31,117s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:45:24,2021-11-11 09:45:25,"0,660s",PASSED
,,,,,,,
Test Cases/Case Repository/OKC Islemleri/OKC Mali Raporlar/XML,Chrome 95.0.4638.69,,,2021-11-11 09:45:25,2021-11-11 09:45:58,"32,924s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:45:25,2021-11-11 09:45:29,"3,915s",PASSED
"runFeatureFile(""Include/features/OKC Islemleri/OKC Mali Raporlari/XML.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:45:29,2021-11-11 09:45:57,"27,749s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:45:57,2021-11-11 09:45:58,"0,627s",PASSED
,,,,,,,
Test Cases/Case Repository/OKC Islemleri/OKC Mali Raporlar/Excele Aktar,Chrome 95.0.4638.69,,,2021-11-11 09:45:58,2021-11-11 09:46:40,"42,041s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:45:58,2021-11-11 09:46:02,"4,484s",PASSED
"runFeatureFile(""Include/features/OKC Islemleri/OKC Mali Raporlari/Excele Aktar.feature"")",Chrome 95.0.4638.69,,,2021-11-11 09:46:03,2021-11-11 09:46:39,"36,422s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 95.0.4638.69,,,2021-11-11 09:46:39,2021-11-11 09:46:40,"0,691s",PASSED
