Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
e-Saklama,Chrome 96.0.4664.45,,,2021-11-23 09:46:56,2021-11-23 09:50:45,"3m - 49,174s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Saklama/e-Defter/e-Defter Saklama/Ekran Kontrolu,Chrome 96.0.4664.45,,,2021-11-23 09:46:57,2021-11-23 09:48:04,"1m - 7,419s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 96.0.4664.45,,,2021-11-23 09:46:57,2021-11-23 09:47:12,"15,433s",PASSED
"runFeatureFile(""Include/features/e-Saklama/e-Defter/e-Defter Saklama/Ekran Kontrolu.feature"")",Chrome 96.0.4664.45,,,2021-11-23 09:47:13,2021-11-23 09:48:03,"50,777s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 96.0.4664.45,,,2021-11-23 09:48:03,2021-11-23 09:48:04,"0,660s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Saklama/e-Defter/e-Defter Saklama/Goster,Chrome 96.0.4664.45,,,2021-11-23 09:48:04,2021-11-23 09:48:54,"49,731s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 96.0.4664.45,,,2021-11-23 09:48:04,2021-11-23 09:48:17,"12,782s",PASSED
"runFeatureFile(""Include/features/e-Saklama/e-Defter/e-Defter Saklama/Goster.feature"")",Chrome 96.0.4664.45,,,2021-11-23 09:48:17,2021-11-23 09:48:53,"35,842s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 96.0.4664.45,,,2021-11-23 09:48:53,2021-11-23 09:48:54,"0,647s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Saklama/e-Defter/e-Defter Saklama/Indir,Chrome 96.0.4664.45,,,2021-11-23 09:48:54,2021-11-23 09:49:33,"39,564s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 96.0.4664.45,,,2021-11-23 09:48:54,2021-11-23 09:48:58,"4,550s",PASSED
"runFeatureFile(""Include/features/e-Saklama/e-Defter/e-Defter Saklama/Indir.feature"")",Chrome 96.0.4664.45,,,2021-11-23 09:48:59,2021-11-23 09:49:33,"33,821s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 96.0.4664.45,,,2021-11-23 09:49:33,2021-11-23 09:49:33,"0,630s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Saklama/e-Defter/e-Defter Saklama/Yukle,Chrome 96.0.4664.45,,,2021-11-23 09:49:33,2021-11-23 09:50:06,"32,957s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 96.0.4664.45,,,2021-11-23 09:49:33,2021-11-23 09:49:37,"3,795s",PASSED
"runFeatureFile(""Include/features/e-Saklama/e-Defter/e-Defter Saklama/Yukle.feature"")",Chrome 96.0.4664.45,,,2021-11-23 09:49:38,2021-11-23 09:50:06,"28,097s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 96.0.4664.45,,,2021-11-23 09:50:06,2021-11-23 09:50:06,"0,667s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Saklama/e-Defter/e-Defter Saklama/Sil,Chrome 96.0.4664.45,,,2021-11-23 09:50:06,2021-11-23 09:50:45,"39,101s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 96.0.4664.45,,,2021-11-23 09:50:06,2021-11-23 09:50:11,"4,922s",PASSED
"runFeatureFile(""Include/features/e-Saklama/e-Defter/e-Defter Saklama/Sil.feature"")",Chrome 96.0.4664.45,,,2021-11-23 09:50:12,2021-11-23 09:50:45,"32,733s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 96.0.4664.45,,,2021-11-23 09:50:45,2021-11-23 09:50:45,"0,675s",PASSED
