Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
e-Arsiv,Chrome 94.0.4606.81,,,2021-10-14 17:01:46,2021-10-14 17:17:22,"15m - 36,158s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Arsiv/e-Arsiv Araclari/e-Arsiv Dosya Islemleri/Buton Kontrolu,Chrome 94.0.4606.81,,,2021-10-14 17:01:48,2021-10-14 17:02:48,"59,809s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:01:48,2021-10-14 17:01:59,"11,023s",PASSED
"runFeatureFile(""Include/features/e-Arsiv/e-Arsiv Araclari/e-Arsiv Dosya Islemleri/Buton Kontrolu.feature"")",Chrome 94.0.4606.81,,,2021-10-14 17:02:01,2021-10-14 17:02:47,"46,449s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:02:47,2021-10-14 17:02:48,"0,796s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Arsiv/e-Arsiv Araclari/e-Arsiv Fatura Kontrol Raporu/Filtre Kontrolu,Chrome 94.0.4606.81,,,2021-10-14 17:02:48,2021-10-14 17:03:17,"28,808s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:02:48,2021-10-14 17:02:51,"3,372s",PASSED
"runFeatureFile(""Include/features/e-Arsiv/e-Arsiv Araclari/e-Arsiv Fatura Kontrol Raporu/Filtre Kontrolu.feature"")",Chrome 94.0.4606.81,,,2021-10-14 17:02:52,2021-10-14 17:03:16,"24,075s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:03:16,2021-10-14 17:03:17,"0,719s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Arsiv/e-Arsiv Araclari/e-Arsiv Fatura Olusturma/Ekle/Elektronik-Satis Tipinde,Chrome 94.0.4606.81,,,2021-10-14 17:03:17,2021-10-14 17:05:36,"2m - 19,268s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:03:17,2021-10-14 17:03:22,"5,665s",PASSED
"runFeatureFile(""Include/features/e-Arsiv/e-Arsiv Araclari/e-Arsiv Fatura Olusturma/Ekle/Elektronik ve Satis Tipinde.feature"")",Chrome 94.0.4606.81,,,2021-10-14 17:03:23,2021-10-14 17:05:35,"2m - 12,354s",PASSED
Start listener action : sampleAfterTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:05:35,2021-10-14 17:05:36,"0,736s",PASSED
,,,,,,,
Test Cases/Case Repository/e-Arsiv/e-Arsiv Araclari/e-Arsiv Fatura Olusturma/Ekran Kontrolu,Chrome 94.0.4606.81,,,2021-10-14 17:05:36,2021-10-14 17:06:11,"34,988s",PASSED
Start listener action : sampleBeforeTestSuite,Chrome 94.0.4606.81,,,2021-10-14 17:05:36,2021-10-14 17:05:40,"3,724s",PASSED
